review_id,review_rating,text,time_created,restaurant_id,user_id
Czh5FJHD7rhalZfL1KpqHQ,3,"When a teetotaler gets her glass refilled frequently with H2O at the bar, that's welcoming.  And that's what happened at Pagu when I was checking out their...",2020-01-19 19:58:06,pWyR94wFtrJtd8Y7Ix2sQw,nl8gWLDo6U6MjqzbBmE_9A
9X6B6WPsjGDQAL3_ZA2iKg,4,"This review is for our brunch experience. 

We were seated at the counter in view of the kitchen, which was pretty fun since we were able to watch all the...",2019-10-27 22:18:42,pWyR94wFtrJtd8Y7Ix2sQw,63tjDBE0U-obP9viWipNhg
_uFfB5b3pZsjkyeuEvtv8w,5,"I've been Bonchon all around the world, and I can tell you the quality definitely varies per store. I've been going here since it first opened in Boston,...",2020-01-31 15:05:09,vNlwe5I5XRhdF4S8NZkz0w,WMPMG8yV0brYYuOkDOPTUA
LNQURmFv7FCwThI6XS896g,4,"I have been coming to BonChon since I was in highschool. It's been the same, always a wait on Fri-Sun evenings (quicker lines on Sundays). Still known for...",2020-01-20 18:39:42,vNlwe5I5XRhdF4S8NZkz0w,UlBdKlNKyXw9x4nPSOGQgg
AyWSw9ecaPcrw4amoAcK7Q,3,"I heard the hype about this place so decided to order some takeout on a Sunday afternoon. Get there and order a bunch of wings in person, host says it'll be...",2020-01-03 02:43:43,vNlwe5I5XRhdF4S8NZkz0w,BkLhLndxt1PvDn0MVkuKQQ
OCRRqr0DSzJFkYqQUqQn4Q,5,We came here as we rented the private room for a group dinner. The staff was absolutely amazing leading up to the event and during. That alone deserves 5...,2020-01-03 13:22:08,omw2RVtNoMJ-Eet6Tvl_IA,wuYqjkBHfsw3sq-M9elEpQ
7dyuYSA0nl0xt0ncgapt5Q,3,"Came here for dinner and had a generally fine but nothing special meal. The restaurant was very empty, which was surprising for a Saturday night at 7pm....",2020-01-12 17:29:11,omw2RVtNoMJ-Eet6Tvl_IA,JtVH_3wrry7s-odKjts73A
Gdxo0nTjgQllO6xaSNIAJQ,4,"I came here for my sister's birthday dinner because we are sea foodies lol. I wasn't expecting how quiet and empty it would be. Like literally empty, just...",2019-12-15 20:16:25,omw2RVtNoMJ-Eet6Tvl_IA,rEiTCjHtU2Yg7bCE4VoJ1w
edjEoJ4IUSmZ-NrW1eWluA,4,"Just had lunch here, the food was good. We had the chicken satay, pad see ew of roasted pork, and massaman curry. The place smells a bit funky but I guess...",2019-12-31 14:45:39,Ii-aCAM4KG6RCvpMn0hOkg,OEPfQvy3_QVktm39UIkMeA
lokw-EBeVY_GYEI8fvy9Jg,3,"Okay. So first I will say that I really enjoy their food. But I'm kind of annoyed at the last couple of interactions.

1) Their online menu did not reflect...",2019-08-31 13:18:43,Ii-aCAM4KG6RCvpMn0hOkg,PMZ7WUHPTIr3gcr9e3YsPg
nWzBtvgMzWJxwPsyPMzguQ,4,"The place is nice and quiet. Although their thai food is very good to taste, there are some improvements that can make the food taste delicious. 

Food: I...",2019-04-01 14:00:14,Ii-aCAM4KG6RCvpMn0hOkg,IOdEqLg3H0G2aiOG6IHzdw
PZpfIs8rlrjbW1ezaSGPQQ,5,I haven't lived in Boston for 3 years now but I still hold Mistral up as THE golden standard for brunch. The food is delicious and the presentation is...,2020-01-08 07:39:13,VH0Ib9S3E-dxbQdQC4rffg,9riHlZLlL1NKyEVnDLI-bg
05RFZF0osJJJehqTEQH9Yw,4,"I came to Mistral with a colleague for dinner when we were attending a conference. The staff were accommodating that we were a bit late for our reservation,...",2019-09-26 16:53:04,VH0Ib9S3E-dxbQdQC4rffg,oNUm9MGCLUwWhpJQPJL0-A
aVvag0RYudyp3DwIkgDDHg,4,"The restaurant has a very nice atmosphere, even in the lounge area. Of the two appetizers (crab ravioli & foie gras) we tried, the foie gras was great with...",2020-02-09 10:47:02,VH0Ib9S3E-dxbQdQC4rffg,_ndbWfOhAwvPD6ue2MTtkw
PnQ4OViZu1scWIXmSt34ig,5,My favorite Taiwanese restaurant in Boston. Food is fresh and flavorful and not greasy like many other Chinese/Cantonese restaurants in town. The space is...,2020-02-19 08:00:36,e54WzrGWxuQBlABMCfM3DQ,BZfFjiGQsVtURm6jX86j9w
BCH0AGWHpo6s5K-SQ49NyQ,5,"Based on outer appearance, the restaurant doesn't look like much.. until you step inside. The delicious aroma of Taiwanese cuisine hits you right off the...",2020-01-27 07:42:45,e54WzrGWxuQBlABMCfM3DQ,0JWA9o-1CRZdSkMUGhAX4w
e_MuxnOl5qd0LWiAtfjpGA,4,"tl;dr pretty good option near the Kendall for Taiwanese good, and has cheap+fast delivery.

I've been here several times with various friends and have also...",2020-01-24 07:13:12,e54WzrGWxuQBlABMCfM3DQ,WPai_wbEzrE4KV9L8BVNfg
rsUrgpemqu4uYwYEm0K3HQ,4,"Met a friend here for lunch when I was visiting Boston. 

Overall atmosphere was nice and hostess was very kind. The interior design was beautiful and they...",2020-02-16 15:56:40,xFEyKgGkgOycAsJvVsUzVw,SlNmLgUoAA75Kr1_fLhm3A
o1fn6D8DC7jdkswv1n2RoQ,3,The sushi is well presented and tastey like their Tastey roll but service is NOT friendly.   I wanted to rate 1 and 1/2 but no 1/2. star.  The ginger tasted...,2020-01-28 18:05:53,xFEyKgGkgOycAsJvVsUzVw,gHyDELFrB7-pKuHXjYDmpw
MEGGjn2_olmpJwmXQ47gug,5,"The food here was fantastic - shishito peppers came with a tangy, spicy sauce that paired perfectly. Gyozo were soft and packed with seafood/veggies. And...",2020-01-19 16:37:45,xFEyKgGkgOycAsJvVsUzVw,kU1Ww8XdkUV4C9XCaEmKVg
Dx331GJwl5-PBjEUcnw89g,4,"Slowly making my way through all of the restaurants in North End...

Starters: The bread tasted pretty freshly made.

Paccheri al Ragu: A super rich...",2019-11-21 17:22:50,ScslTjcxi4ubXOBiLfCOmg,lGBvmBDeIooqcrMwp1a1yg
ZlGrUypFvQS2URsW6fYJPg,2,"Not awful, but overrated for the North End. Asked to add spinach to a dish and they said no. Waiter didn't ask to add cheese or ask if we wanted dessert...",2020-02-14 20:11:18,ScslTjcxi4ubXOBiLfCOmg,REQ_OM43c2g1C1tvYiAl7g
_ezF8fb9BFVRq-GEvFPl0Q,2,"Came here because the restaurant we wanted to go was full, and we didn't want to wait an hour.

The service wasn't bad. Food didn't taste so good, though....",2020-02-08 21:47:28,ScslTjcxi4ubXOBiLfCOmg,M6cQGjbcdSxfks1ZNMss0A
ZuZJ0XMQGZ1uDWQpPoc1Uw,5,"Absolutely phenomenal meal celebrating with colleagues. Stan is a gem!

We enjoyed a dozen of east coast oysters, as well as a dozen of the west coast...",2020-02-13 05:29:27,ly8RyiktGZwwVSAv6KZEtQ,5HM_bGXaHHyGaQQrgb2flA
ZBIk51Of3t7TSXuuL9y5sw,5,I was not expecting much when I came here... thought it was just going to be a typical new American cuisine with seafood... nothing special right? Boy was I...,2020-02-03 11:55:25,ly8RyiktGZwwVSAv6KZEtQ,nJVS18mJIB1hCHq1YsFbUQ
GiPVZ4XCXlRzidf3xds7rA,5,Wow I don't even know where to begin with this place. First time here and  will definitely be back despite the lack of service here. My friends and I made...,2020-01-31 07:13:14,ly8RyiktGZwwVSAv6KZEtQ,Zdhsrk28ypL4OoKj7O4tbQ
xSbpg2tMdZot3QroB8JIgQ,5,"One of the best South End restaurants (please at me on this), SRV's bar menu (Venetian small plates) definitely rivals the dinner options. Light yet packed...",2020-02-03 12:19:04,poswq7BdLM9Iryd9palDVQ,uSTze3kFhbgu4GCf1IlbUQ
vTt5OL08jIgc5Uk8tkxtkw,4,"Made a reservations for 2 at 5:15 pm. It took about 10 minutes to find street parking. We decided to try the arsenale tasting menu. 

We...",2020-02-04 16:11:08,poswq7BdLM9Iryd9palDVQ,QIg6CtMrBal2RnDLX7PSSw
fv5HSG0y05xfENLqkPVnSg,3,"It is a lovely restaurant in many ways, but I was honestly a bit underwhelmed.

This a great place if you are into small plates and sharing among friends...",2020-01-22 08:39:28,poswq7BdLM9Iryd9palDVQ,beFQi_z8KEpGJgX1oXPlKg
373XeklvXtxlIMwufpA0pw,5,"First! 
Everything was awesome.  
The beer was tasty.  
My wife has this pumpkin spice beer hah! 
It tasted like thanksgiving!
Perfect food while in Boston....",2019-11-28 09:12:07,WoI1IisL_AgmWdiJLRb-Zw,wCa297ARsqtVrFPOEnj2Gw
iL96C8UJhKXCTXUfhJ8I0w,3,"I was not sure what to get to start with, so I asked the bartender what they recommended for the flagship and was given the Workers Pint. It tasted like bud...",2020-01-15 03:15:46,WoI1IisL_AgmWdiJLRb-Zw,5kMii2JySygayQpyPBjqCA
1yOmX6rjqhgYftZuNW_NSw,2,"I went here last night and enjoyed the food and beer. I would have given this place 4 stars if I had written my review last night. However, I did not write...",2019-12-06 08:52:00,WoI1IisL_AgmWdiJLRb-Zw,FC1ZSB9fd4WlDMSAbEjq8Q
HJgH_3pi-3IFXVqsEqaN-w,4,"I came with my parents on a weekend afternoon for lunch. It was pretty crowded, but we didn't have to wait long to be seated.

I ordered the Cajun chicken...",2020-01-19 15:41:55,V5r0E89VSK0IDzZRvrhc3g,us5Q0AQ3EbzasuUa_As3yw
3wwyj9uPwQlPH6dKgs0xtg,3,I came here for brunch on a Sunday with my parents because I remember the Cheesecake Factory had a pretty extensive menu. I ordered the char grilled french...,2020-01-05 11:54:18,V5r0E89VSK0IDzZRvrhc3g,2NFRbCDggM0GknpKK5U0nQ
0M3CVCTX2inmMj_VHfLH6A,4,Tonight's dinner was trying the Spicy Chicken Chipotle Pasta for the first time. It had so much flavor and a slow kick at the end soooo good if you like...,2019-12-08 20:08:45,V5r0E89VSK0IDzZRvrhc3g,EIFvvbKCoJAfHT8zqFkjbg
rJoJotuUEHhv8GcunQNqjw,5,"Love this place. Food is awesome, staff is awesome, restaurant is awesome. 

I have been for dinner, I have been for drinks, I have been for brunch...I...",2020-02-20 06:59:34,1C32E52HmhRC3GNwkX2nZg,hQdXoKPvRgDVg4aPCW4l3Q
F0DP_UHHfagLMHrjIDqsbg,5,Came here on a whim not too long ago for the first time (surprising since I used to live in Southie for years) and man it was the best food decision I've...,2020-01-25 07:13:22,1C32E52HmhRC3GNwkX2nZg,8b32sZkKAlyTAtw92TDNxQ
pC9sOiU1hkk_4zBcy7338Q,5,"We had the most incredible meal at Moonshine 152 in South Boston. From the moment we walked in, we knew we chose the right place to go!

The menu is RIDDLED...",2019-12-18 14:58:00,1C32E52HmhRC3GNwkX2nZg,TM70TdxY_y5D5IueQLJZxw
zMXTO1Iy6UGHIteFqC0_GA,5,"Started coming here when I first moved to MA in 1984. Loved it then and now. 
One of the best brunch places I've enjoyed!
$20 and includes beverage. 
Check...",2020-02-02 11:32:36,aGYdF_fNHDhFCAnXoTCkGA,Pi2S9yixuTFTh8Rqx4JJkQ
S_IzH0D88j-o-jeUpon_5A,5,This was my first time eating New England Clam Chowder in New England. It was delicious! The chowder was thick and full of potatoes and clams. What made...,2020-01-19 16:31:16,aGYdF_fNHDhFCAnXoTCkGA,0P-Kh6LukCkFzsq6ll2IXg
DQ9xdh4lxkq1vSK2jYgS4Q,3,"Adequate. This is one of Dana's lunch places so I decided to give it a shot. 

Well the chowder was just fine. Very heavy as others have mentioned. 

My...",2019-12-23 06:18:54,aGYdF_fNHDhFCAnXoTCkGA,lf6xDzU3n5LvIMbFescYCg
_eOBuEdX5-wSMMSW2ddQ-w,5,"Why can't I give table 10 stars? 100? This place is it. Not just dinner, a whole experience. The 9 courses are timed perfectly and the food is absolutely to...",2019-11-08 20:30:09,ez8T3NT5Icv2JFuUr_Qkfg,nXc2eDg_0Ko-1L2iHUpoJA
YcIiBcJo978jWnwN2QNoJA,1,"Haven't left a review in a while... but this experience was one I wanted to share. I had heard about this place when it first opened up, and have been...",2020-01-18 12:37:17,ez8T3NT5Icv2JFuUr_Qkfg,_js1N9Eg-KoGHTuu_Wx1qw
_NeiV7OvJCr3NzXVLuCHwQ,5,"Been wanting to try Table for a while now and also have been dying for a good red sauce Italian meal, so low and behold, Sunday Supper called our...",2019-11-04 09:24:21,ez8T3NT5Icv2JFuUr_Qkfg,LtHDKVKRSU9aYYq9FKW2HQ
l3uDKtJyHkxpzWPZ-XCtjA,5,What a gem in the south end! I would definitely make reservations as they were quite busy. Came here with a group for NYE dinner. The staff were kind enough...,2020-02-17 15:52:01,bZhUufqdpg5qxsDKpIRv5A,PidTU7kdVayREU9LzCLG7A
iDXm_ZtsV00HewZaCbxhNA,4,"Crudo & Pasta two of my fav foods. We arrived at 7P Thursday with no res and was able to snag two bar seats.

Started off with cocktails - delish, can't go...",2020-02-21 08:53:43,bZhUufqdpg5qxsDKpIRv5A,0MgIEnNtwUkHXckL3rGt3A
olADHRFA18xQwd2yYfSRZw,5,My wife and I have been meaning to try out this restaurant for a while now and glad we did. All of the dishes we had was amazing and the service was great....,2020-02-01 06:29:17,bZhUufqdpg5qxsDKpIRv5A,YMtoKhtvHHMC_FCx77tNXg
BzfUtrkXU1OIOxmVQtMZ6Q,4,"Lemon chicken solid
Good flavors perhaps a bit dry and chewy but still an overall tasty dish 
Decent service 
Wouldn't mind returning but not on top of list",2019-08-25 10:44:58,qVNYCZi2ofv-oe293JsYkg,lf6xDzU3n5LvIMbFescYCg
aMrCEgxVLb6rfTrlo0R0wQ,2,"Price does not match quality/quantity, hostess and wait staff are rude.  

For a quaint but pricey restaurant settled in Boston's historic neighborhood of...",2020-02-13 17:08:01,qVNYCZi2ofv-oe293JsYkg,XaoOcQ8KhWoZQSpiC5EhRA
sOyhx3zwAt912kO9L6BqFw,2,I'll start off by saying that the atmosphere was great and the food was overall delicious! 75 Chestnut is tucked in the cute Beacon Hill neighborhood and...,2019-11-25 19:17:03,qVNYCZi2ofv-oe293JsYkg,IPr6XTZpCK1C79G02Begqg
Aq0ir0tyXdLlZOZ35x4wqA,5,"If you are a history buff this a must see. The decor oozes with history, yet it is very clean and extremely well run. The owner Joe runs tight ship. The...",2020-02-15 19:06:57,Ruq91rmQNweZ78TzKylQMg,4ABi8LJ5T2yg4k5eHuUdlQ
pBfYiO6ZkiCSZzBK-zkBdg,3,"The first time I ate here, I dined at the half moon oyster bar downstairs and spent $40 on a plate of so-so oysters. This time, I returned and we decided to...",2020-02-17 07:58:16,Ruq91rmQNweZ78TzKylQMg,splfcS_Z6XSMmS0j0c2Y6w
ByKqB4UqVVfst_qt1fQ8UA,5,"I will always love to see fascinating old and historic buildings full of history whenever I visit anyplace I go, and Union Oyster House was no exception the...",2020-02-13 17:15:00,Ruq91rmQNweZ78TzKylQMg,7ocWB55eXEIHV4ylMb2now
wHIVJ4fk7x43sFAHI81aNQ,5,OMG I have so heard so much about this place. I never made it out because it's far and I've heard the wait is horrendous (1-2 hours at meal time). So glad...,2020-02-16 18:48:57,Q2dq9Eo1NMbD1k25Xx21TQ,l2wSrxtdjZ3CeL_wO1jV5A
BGc62I2RPlQSVi_sJ-hsHg,4,"Diverse choice of buffet for hotpot!
If you love hot pot this is another place to try out. The waiting time could be lengthy in rush hours. When you get in...",2020-02-17 07:37:33,Q2dq9Eo1NMbD1k25Xx21TQ,XZFj29LsSUbEUEWyaDjfjQ
3RwD_Af6vxy26_cci6Lzug,5,"Spring Shabu-Shabu is the love of my life. I'll let you decide if that's sad. 

It's an ALL YOU CAN EAT hot pot restaurant that is fairly affordable given...",2020-02-04 17:05:22,Q2dq9Eo1NMbD1k25Xx21TQ,0B-kg_EQNsP85K-SCTkbmg
nUWdtUupCdy9fjQ3LFrotg,5,"A rare 5 star rating from me but the Lobster Roll here is just that good. 

It was packed with quality knuckle & claw lobster meat, a tiny bit of mayo to...",2020-02-10 19:55:53,HEaQQAH6qyFXamKkpil91A,oIIno_ryDmjZN8zJe1p93A
tUrczgKXxOZrtMR2EYBeWg,3,Lobster roll seems to be one of the biggest hits in Boston hence I decided to try at least one before leaving the city. After scrolling through Yelp and...,2020-01-28 18:40:47,HEaQQAH6qyFXamKkpil91A,EqqT3zUNCQYwiD5sywsgAA
mxhtwyqdC2LkywhtgzVxbQ,3,I really enjoyed the cold classic lobster roll but honestly I think I've had a slightly larger roll for the same price elsewhere so that's a little...,2020-01-27 22:23:20,HEaQQAH6qyFXamKkpil91A,RZ8aSl1U7eKeN0KX2VtSVg
Gagxonieg9rATy6ddM7ugA,5,"Was walking around the seaport with my wife and kids on a 70 degree January day. Suddenly, we realize we are hungry. By chance we turned down a street and...",2020-01-13 16:47:34,MUup2lqjjX8JYvYjFCAAeA,4ex7x8TV5TDd7t3OCfiGuw
t9pvdIGmlaN63tts031znQ,4,"While on a month long business trip in Boston, I visited Bartaco at least 3 times (once for dine-in & twice for take-out). My first 2 visits were great,...",2020-02-08 18:54:59,MUup2lqjjX8JYvYjFCAAeA,jsTq0Bg97Ozx9JLKvjifgg
M_uy9sey8nktzG1VcUIxYw,4,"Came here on a Friday night and it was PACKED! Hostess told us it would be an hour and a half wait (which turned out to be true), so we had a few drinks at...",2020-02-08 07:44:36,MUup2lqjjX8JYvYjFCAAeA,InEfg9vsCcknEG9T01gWUw
4WkVrgByPLIA_NMbTcFzpA,4,Pretty solid food in a luxurious setting. Lydia Shire's excellent Italian restaurant in Beacon Hill is a great getaway -- you always know what to expect and...,2020-02-17 10:08:20,rcERANnIyyyanLU0t2qdKg,-0ryDHRHIl3n6_NHvgF17g
7ZotFjI_3JlHVP0rfJJ9ig,5,"I hesitate to give 5 stars allays but this place earns it. 
I walked in and was greeted with wonderful smiles and brought to 4 top. It was cold rainy night...",2020-02-06 17:28:27,rcERANnIyyyanLU0t2qdKg,f_ody8mgQ81-fxRU-yz-8w
