restaurant_id,restaurant_name,restaurant_url,review_count,price,rating,phone,address,zipcode
Q2dq9Eo1NMbD1k25Xx21TQ,Spring Shabu-Shabu,https://www.yelp.com/biz/spring-shabu-shabu-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,724,$$,4.5,16172025422,304 Western Ave,02135
HEaQQAH6qyFXamKkpil91A,Pauli's,https://www.yelp.com/biz/paulis-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1079,$$,4.5,18572847064,65 Salem St,02113
MUup2lqjjX8JYvYjFCAAeA,bartaco Seaport,https://www.yelp.com/biz/bartaco-seaport-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,366,$$,4.0,16178198226,25 Thomson Pl,02210
rcERANnIyyyanLU0t2qdKg,Scampo,https://www.yelp.com/biz/scampo-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,556,$$$,4.0,16175362100,215 Charles St,02114
Dvwj6KWrDZHVQwlSjYS4Iw,Boston Burger - Boston,https://www.yelp.com/biz/boston-burger-boston-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,996,$$,4.0,18572334560,1100 Boylston St,02215
p8ohzzGvGRCHnJKnyO7exA,Eastern Standard Kitchen & Drinks,https://www.yelp.com/biz/eastern-standard-kitchen-and-drinks-boston-3?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1891,$$$,4.0,16175329100,528 Commonwealth Ave,02215
J1uidHIL7nE_noUuvFXj0A,Grotto,https://www.yelp.com/biz/grotto-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,813,$$$,4.0,16172273434,37 Bowdoin St,02114
XQFvbZxfzbrMY_GqsYu1RQ,TreMonte Restaurant & Bar North End,https://www.yelp.com/biz/tremonte-restaurant-and-bar-north-end-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,118,$$,4.5,16175301955,76 Salem St,02113
Q8g68ZDAt93h_n_wTbwshA,Shojo,https://www.yelp.com/biz/shojo-boston-4?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,840,$$,4.0,16174237888,9A Tyler St,02111
gYMzNlDMnwJj5vsEX_NosA,Mei Mei Restaurant,https://www.yelp.com/biz/mei-mei-restaurant-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,415,$$,4.0,18572504959,506 Park Dr,02215
kb0VfKZKHHhvDze3JZqi0Q,Q Restaurant,https://www.yelp.com/biz/q-restaurant-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1022,$$,4.0,18573503968,660 Washington St,02111
_QUh5vFHSuw8R_uiFZ7XKQ,Parish Cafe and Bar,https://www.yelp.com/biz/parish-cafe-and-bar-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1419,$$,4.0,16172474777,361 Boylston St,02116
ooaCl61BsK7kJlZnYOq0UQ,Abe & Louie's,https://www.yelp.com/biz/abe-and-louies-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1343,$$$,4.0,16175366300,793 Boylston St,02116
7LYzR3mMr0GLEItUxyWY7Q,Fox And The Knife,https://www.yelp.com/biz/fox-and-the-knife-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,139,$$$,4.0,16177668630,28 W Broadway,02127
cg8mfYBkdhaPrvEVblm7gQ,James Hook & Co,https://www.yelp.com/biz/james-hook-and-co-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1221,$$,4.0,16174235501,440 Atlantic Ave,02210
CB0KEBdcItjSDMOkcv7QtA,Toscano Restaurant,https://www.yelp.com/biz/toscano-restaurant-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,494,$$$,4.0,16177234090,47 Charles St,02114
hHVq3NS0ZW9G-ZcLurvUJQ,Shabu-Zen,https://www.yelp.com/biz/shabu-zen-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,884,$$,4.0,16172928828,16 Tyler St,02111
QIq-oL_3NTz9Z3aK9OizGw,Gustazo Cuban Kitchen & Bar,https://www.yelp.com/biz/gustazo-cuban-kitchen-and-bar-waltham?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,548,$$,4.5,18554878296,663 Main St,02451
E3Qqa99qFy1oeGMv0wPBBQ,Tora Japanese Restaurant,https://www.yelp.com/biz/tora-japanese-restaurant-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,370,$$,4.5,16175426688,20B Tyler St,02111
QbG-Ju21BhbPaNztMx8p1w,Dolphin Bay,https://www.yelp.com/biz/dolphin-bay-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,472,$,4.5,16175621668,72 Brighton Ave,02134
et8Pwzjy2vjRhETAgEZ1Lg,Legal Harborside,https://www.yelp.com/biz/legal-harborside-boston-6?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1382,$$$,3.5,16174772900,270 Northern Ave,02210
OP0xCQM6ih4VEhl2t39Z-g,Rino's Place,https://www.yelp.com/biz/rinos-place-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,833,$$,4.0,16175677412,258 Saratoga St,02128
9m678PeuzwYamIf6sysUHg,Marliave,https://www.yelp.com/biz/marliave-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1293,$$$,4.0,16174220004,10 Bosworth St,02108
wOsTAvCIVjB-fPQBJepMQg,Clay Pot Cafe,https://www.yelp.com/biz/clay-pot-cafe-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,322,$,4.0,16173575262,74 Kneeland St,02111
09pqlAR4TSjQXNTiB4cXjw,Jm Curley,https://www.yelp.com/biz/jm-curley-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,797,$$,3.5,16173385333,21 Temple Pl,02111
AkaYjquGGgmjvmnii8eELQ,Gourmet Dumpling House,https://www.yelp.com/biz/gourmet-dumpling-house-boston-3?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1958,$$,3.5,16173386223,52 Beach St,02111
cuFnppYt1KYfiiCtSaZX6g,Ittoku -,https://www.yelp.com/biz/ittoku-cambridge?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,484,$$,4.0,16176083630,1815 Massachusetts Ave,02140
pOEHpNa4B6oesmr5ltiv8A,Al Dente Restaurant,https://www.yelp.com/biz/al-dente-restaurant-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1095,$$,4.0,16175230990,109 Salem St,02113
4MClvr12OXBNvGu8h1yGpA,Sarma,https://www.yelp.com/biz/sarma-somerville?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,833,$$$,4.5,16177644464,249 Pearl St,02145
367aDatN4B0UNT4hNPMqPQ,The Beehive,https://www.yelp.com/biz/the-beehive-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,2171,$$,3.5,16174230069,541 Tremont St,02116
xlOMKjE4omTgkI1eduWj8A,The Friendly Toast,https://www.yelp.com/biz/the-friendly-toast-back-bay?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1594,$$,4.0,16174567849,35 Stanhope St,02116
wuiDoeKWClLrr2g2LSXA8w,KO Pies At the Shipyard,https://www.yelp.com/biz/ko-pies-at-the-shipyard-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,309,$$,4.5,16174185234,256 Marginal St,02128
7B9dJn1uWTv9QPnFcDwaXw,Sweet Cheeks Q,https://www.yelp.com/biz/sweet-cheeks-q-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1522,$$,3.5,16172661300,1381 Boylston St,02215
inAEY3i1hYR4BlJfPgKFPw,Santouka Back Bay,https://www.yelp.com/biz/santouka-back-bay-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,548,$$,4.0,18573105194,66 Hereford St,02115
twXlQB0UMBrAVas53QN9BA,MIDA,https://www.yelp.com/biz/mida-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,246,$$$,4.0,16179363490,782 Tremont St,02118
eJzWmVgMY5x1n281Qw6YDQ,KAVA neo-taverna,https://www.yelp.com/biz/kava-neo-taverna-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,296,$$$,4.5,16173561100,315 Shawmut Ave,02118
PSp0P_3zWIQabA5HAIJBMQ,Pho Basil,https://www.yelp.com/biz/pho-basil-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1190,$$,4.0,16172625377,177 Massachusetts Ave,02115
YCasSG_q_DdhWR6H1nhJ9A,Kaze Shabu Shabu,https://www.yelp.com/biz/kaze-shabu-shabu-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,571,$$,4.0,16173388283,1 Harrison Ave,02111
cqQfX8bDkR-7Ijh8JMtqJg,Audubon Boston,https://www.yelp.com/biz/audubon-boston-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,191,$$,4.0,16174211910,838 Beacon St,02215
5fAhoG03Qy99lI0v7jGFYg,Locale,https://www.yelp.com/biz/locale-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,364,$$,4.5,16177429600,352 Hanover St,02113
tJ6UTmPAjesBL0xz3IXSew,CAVA,https://www.yelp.com/biz/cava-boston-4?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,120,$$,4.5,16172868872,1346 Boylston St,02215
5NsdznaNSUmH2O0vuo65Pw,Cornish Pasty,https://www.yelp.com/biz/cornish-pasty-boston-3?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,273,$$,4.5,18572504497,51 Massachusetts Ave,02115
xVxjzyMqghCYwVe_dwJzJw,Loco Taqueria & Oyster Bar,https://www.yelp.com/biz/loco-taqueria-and-oyster-bar-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,583,$$,4.0,16179175626,412 W Broadway,02127
ZZoP396jgh6zK7PdZbHfPg,Cantina Italiana,https://www.yelp.com/biz/cantina-italiana-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,546,$$,4.0,16177234577,346 Hanover St,02113
5rINmqRcMlJCBR3vwMKbtg,Cinquecento,https://www.yelp.com/biz/cinquecento-boston-3?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,539,$$$,4.0,16173389500,500 Harrison Ave,02118
OGmH_HW9q-ttKdN_BagaxQ,Doña Habana,https://www.yelp.com/biz/do%C3%B1a-habana-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,291,$$,3.5,16177080796,811 Massachusetts Ave,02118
5EmqULtZ3IFZ3hjxyXna5Q,ilona,https://www.yelp.com/biz/ilona-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,83,$$,4.0,16172077742,783 Tremont St,02118
u21_m6mewRV6pTMn9DCosA,City Tap House,https://www.yelp.com/biz/city-tap-house-boston?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,461,$$,4.0,16179042748,10 Boston Wharf Rd,02210
r36vip-S5VSvZ1VPBH00JQ,Lolita Cocina & Tequila Bar Fort Point,https://www.yelp.com/biz/lolita-cocina-and-tequila-bar-fort-point-boston-2?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,407,$$,4.0,16173690931,253 Summer St,02210
kLr68qdt6nutZCuCMz5mDg,Oleana Restaurant,https://www.yelp.com/biz/oleana-restaurant-cambridge?adjust_creative=MEtw5bWj8rSYmFhJQQlmiw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MEtw5bWj8rSYmFhJQQlmiw,1500,$$$,4.5,16176610505,134 Hampshire St,02139
